Date,Type,Block,Street,Story,Area,Model  ,ResalePrice,Lease Age 
2022-01,4 ROOM,256B,PUNGGOL EAST,13 TO 15,93,Model A,540000,5
2022-01,4 ROOM,256C,PUNGGOL EAST,07 TO 09,93,Model A,550000,5.1
2022-02,5 ROOM,217B,PUNGGOL EAST,10 TO 12,112,Improved,676400,4.5
2022-02,5 ROOM,217B,PUNGGOL EAST,10 TO 12,112,Improved,605000,4.6
2022-02,4 ROOM,256A,PUNGGOL EAST,04 TO 06,93,Model A,510000,5.1
2022-02,4 ROOM,256C,PUNGGOL EAST,04 TO 06,93,Model A,585000,5.1
2022-02,4 ROOM,217B,PUNGGOL EAST,07 TO 09,92,Model A,540000,4.5
2022-02,4 ROOM,217A,PUNGGOL EAST,01 TO 03,92,Model A,548000,4.6
2022-03,5 ROOM,217B,PUNGGOL EAST,01 TO 03,112,Improved,648000,4.7
2022-03,5 ROOM,217A,PUNGGOL EAST,04 TO 06,112,Improved,635000,4.7
2022-03,3 ROOM,256D,PUNGGOL EAST,10 TO 12,68,Model A,415000,5.2
2022-03,4 ROOM,217B,PUNGGOL EAST,10 TO 12,92,Model A,585000,4.6
2022-03,4 ROOM,256C,PUNGGOL EAST,13 TO 15,93,Model A,508888,5.2
2022-03,4 ROOM,256D,PUNGGOL EAST,16 TO 18,93,Model A,558000,5.3
2022-03,4 ROOM,256C,PUNGGOL EAST,01 TO 03,93,Model A,560000,5.3
2022-04,5 ROOM,217A,PUNGGOL EAST,01 TO 03,112,Improved,650000,4.7
2022-04,4 ROOM,256D,PUNGGOL EAST,07 TO 09,93,Model A,570000,5.3
2022-04,4 ROOM,256D,PUNGGOL EAST,07 TO 09,93,Model A,560000,5.3
2022-05,4 ROOM,217D,PUNGGOL EAST,01 TO 03,92,Model A,548000,4.8
2022-06,5 ROOM,217C,PUNGGOL EAST,04 TO 06,112,Improved,680000,5
2022-06,5 ROOM,217C,PUNGGOL EAST,04 TO 06,112,Improved,660000,5
2022-06,4 ROOM,256C,PUNGGOL EAST,07 TO 09,93,Model A,557000,5.4
2022-06,4 ROOM,217A,PUNGGOL EAST,04 TO 06,92,Model A,540000,4.8
2022-06,4 ROOM,217D,PUNGGOL EAST,04 TO 06,92,Model A,485000,5
2022-07,5 ROOM,217A,PUNGGOL EAST,16 TO 18,112,Improved,655000,5
2022-07,3 ROOM,256A,PUNGGOL EAST,04 TO 06,68,Model A,425000,5.5
2022-07,3 ROOM,256A,PUNGGOL EAST,01 TO 03,68,Model A,438000,5.5
2022-07,4 ROOM,217B,PUNGGOL EAST,04 TO 06,92,Model A,540000,5
2022-07,4 ROOM,256C,PUNGGOL EAST,07 TO 09,93,Model A,585000,5.5
2022-08,5 ROOM,217B,PUNGGOL EAST,13 TO 15,112,Improved,645000,5
2022-08,4 ROOM,217C,PUNGGOL EAST,07 TO 09,92,Model A,545000,5
2022-09,5 ROOM,217C,PUNGGOL EAST,04 TO 06,112,Improved,620000,5.1
2022-09,4 ROOM,217B,PUNGGOL EAST,04 TO 06,92,Model A,578888,5.1
2022-09,4 ROOM,256C,PUNGGOL EAST,10 TO 12,93,Model A,540000,5.7
2022-10,3 ROOM,256C,PUNGGOL EAST,01 TO 03,68,Model A,408000,5.8
2022-10,3 ROOM,327A,PUNGGOL EAST,01 TO 03,68,Model A,430000,3.8
2022-10,4 ROOM,217C,PUNGGOL EAST,01 TO 03,92,Model A,542500,5.2
2022-11,5 ROOM,217C,PUNGGOL EAST,04 TO 06,112,Improved,680000,5.3
2022-11,3 ROOM,327A,PUNGGOL EAST,13 TO 15,68,Model A,460000,4
2022-11,4 ROOM,217B,PUNGGOL EAST,01 TO 03,92,Model A,545000,5.3
2022-11,4 ROOM,256B,PUNGGOL EAST,04 TO 06,93,Model A,520000,5.8
2022-11,4 ROOM,256A,PUNGGOL EAST,07 TO 09,93,Model A,572000,5.8
2022-11,4 ROOM,256A,PUNGGOL EAST,10 TO 12,93,Model A,575888,5.8
2022-12,5 ROOM,217B,PUNGGOL EAST,13 TO 15,112,Improved,670000,5.3
2022-12,5 ROOM,217B,PUNGGOL EAST,04 TO 06,112,Improved,703800,5.3
2022-12,3 ROOM,327C,PUNGGOL EAST,07 TO 09,68,Model A,460000,4
2022-12,3 ROOM,327A,PUNGGOL EAST,13 TO 15,68,Model A,480000,4
2022-12,3 ROOM,327A,PUNGGOL EAST,10 TO 12,68,Model A,439999,4
2022-12,3 ROOM,327B,PUNGGOL EAST,07 TO 09,68,Model A,440000,4
2022-12,3 ROOM,327C,PUNGGOL EAST,10 TO 12,68,Model A,420088,4
