Date,Type,Block,Street,Story,Area,Model  ,ResalePrice,Lease Age 
2022-03,4 ROOM,613D,PUNGGOL EAST,10 TO 12,93,Model A,520000,9.2
2022-03,4 ROOM,612C,PUNGGOL EAST,04 TO 06,93,Model A,530000,9.3
2022-03,4 ROOM,306D,PUNGGOL EAST,07 TO 09,97,Premium Apartment,610000,9.6
2022-03,4 ROOM,638B,PUNGGOL EAST,04 TO 06,90,Premium Apartment,440000,17.1
2022-03,4 ROOM,617A,PUNGGOL EAST,04 TO 06,93,Premium Apartment,450000,8.4
2022-03,4 ROOM,676B,PUNGGOL EAST,01 TO 03,93,Premium Apartment,568000,5.4
2022-03,4 ROOM,641B,PUNGGOL EAST,01 TO 03,91,Premium Apartment,458000,17.1
2022-03,4 ROOM,305D,PUNGGOL EAST,04 TO 06,95,Premium Apartment,675000,9.6
2022-03,4 ROOM,619B,PUNGGOL EAST,07 TO 09,93,Premium Apartment,508000,8.4
2022-03,4 ROOM,676B,PUNGGOL EAST,13 TO 15,93,Premium Apartment,535000,5.4
2022-03,4 ROOM,678B,PUNGGOL EAST,13 TO 15,93,Premium Apartment,565000,5.5
2022-03,4 ROOM,619A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,555888,8.4
2022-03,4 ROOM,678B,PUNGGOL EAST,04 TO 06,93,Premium Apartment,560000,5.5
2022-03,4 ROOM,679A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,557000,5.5
2022-03,4 ROOM,619A,PUNGGOL EAST,10 TO 12,93,Premium Apartment,535000,8.5
2022-03,4 ROOM,305D,PUNGGOL EAST,13 TO 15,97,Premium Apartment,610000,9.7
2022-03,4 ROOM,678A,PUNGGOL EAST,01 TO 03,93,Premium Apartment,580000,5.5
2022-03,4 ROOM,636B,PUNGGOL EAST,10 TO 12,90,Premium Apartment,480000,14.2
2022-03,4 ROOM,677B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,600000,5.5
2022-03,4 ROOM,642D,PUNGGOL EAST,10 TO 12,92,Premium Apartment,490000,17.2
2022-03,5 ROOM,641C,PUNGGOL EAST,16 TO 18,110,Premium Apartment,530000,17
2022-03,5 ROOM,665A,PUNGGOL EAST,10 TO 12,113,Premium Apartment,715000,6
2022-03,5 ROOM,677C,PUNGGOL EAST,16 TO 18,113,Premium Apartment,758000,5.4
2022-03,5 ROOM,677D,PUNGGOL EAST,13 TO 15,113,Premium Apartment,728000,5.4
2022-03,5 ROOM,667B,PUNGGOL EAST,07 TO 09,113,Premium Apartment,718000,6
2022-03,5 ROOM,667B,PUNGGOL EAST,07 TO 09,113,Premium Apartment,745000,6.1
2022-03,5 ROOM,678C,PUNGGOL EAST,10 TO 12,113,Premium Apartment,735000,5.5
2022-03,5 ROOM,641A,PUNGGOL EAST,04 TO 06,111,Premium Apartment,542000,17.2
2022-03,5 ROOM,641A,PUNGGOL EAST,16 TO 18,110,Premium Apartment,540000,17.2
2022-04,5 ROOM,663C,PUNGGOL EAST,13 TO 15,110,Improved,640000,5.8
2022-04,5 ROOM,663B,PUNGGOL EAST,10 TO 12,110,Improved,688000,5.8
2022-04,4 ROOM,664B,PUNGGOL EAST,10 TO 12,90,Model A,520000,5.8
2022-04,4 ROOM,613C,PUNGGOL EAST,10 TO 12,93,Model A,525000,9.3
2022-04,4 ROOM,612D,PUNGGOL EAST,07 TO 09,93,Model A,480000,9.3
2022-04,4 ROOM,613C,PUNGGOL EAST,10 TO 12,93,Model A,550000,9.3
2022-04,4 ROOM,613C,PUNGGOL EAST,07 TO 09,93,Model A,535000,9.3
2022-04,3 ROOM,667B,PUNGGOL EAST,10 TO 12,68,Premium Apartment,443000,6.2
2022-04,4 ROOM,676C,PUNGGOL EAST,04 TO 06,93,Premium Apartment,600000,5.5
2022-04,4 ROOM,635C,PUNGGOL EAST,16 TO 18,92,Premium Apartment,516888,14.3
2022-04,4 ROOM,665A,PUNGGOL EAST,04 TO 06,93,Premium Apartment,532000,6.1
2022-04,4 ROOM,635C,PUNGGOL EAST,07 TO 09,93,Premium Apartment,495000,14.3
2022-04,4 ROOM,666B,PUNGGOL EAST,16 TO 18,93,Premium Apartment,618000,6.1
2022-04,4 ROOM,638B,PUNGGOL EAST,04 TO 06,90,Premium Apartment,460000,17.2
2022-04,4 ROOM,618A,PUNGGOL EAST,07 TO 09,93,Premium Apartment,480000,8.6
2022-04,4 ROOM,665B,PUNGGOL EAST,04 TO 06,93,Premium Apartment,615000,6.1
2022-04,4 ROOM,619C,PUNGGOL EAST,04 TO 06,93,Premium Apartment,508000,8.5
2022-04,4 ROOM,678A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,525888,5.6
2022-04,4 ROOM,619D,PUNGGOL EAST,01 TO 03,93,Premium Apartment,565000,8.6
2022-04,4 ROOM,678C,PUNGGOL EAST,04 TO 06,93,Premium Apartment,600000,5.6
2022-04,5 ROOM,638A,PUNGGOL EAST,01 TO 03,111,Premium Apartment,562000,17.2
2022-04,5 ROOM,667B,PUNGGOL EAST,13 TO 15,113,Premium Apartment,762000,6.1
2022-04,5 ROOM,676B,PUNGGOL EAST,16 TO 18,113,Premium Apartment,690000,5.6
2022-04,5 ROOM,617B,PUNGGOL EAST,13 TO 15,120,Premium Apartment,768000,8.6
2022-04,5 ROOM,642B,PUNGGOL EAST,07 TO 09,111,Premium Apartment,545000,17.3
2022-05,3 ROOM,664A,PUNGGOL EAST,04 TO 06,65,Model A,425000,5.8
2022-05,3 ROOM,663A,PUNGGOL EAST,04 TO 06,65,Model A,422000,5.8
2022-05,4 ROOM,664A,PUNGGOL EAST,16 TO 18,90,Model A,503000,5.8
2022-05,4 ROOM,612A,PUNGGOL EAST,13 TO 15,93,Model A,497000,9.3
2022-05,4 ROOM,612B,PUNGGOL EAST,07 TO 09,93,Model A,520000,9.4
2022-05,3 ROOM,666A,PUNGGOL EAST,04 TO 06,68,Premium Apartment,425000,6.2
2022-05,4 ROOM,676B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,602888,5.6
2022-05,4 ROOM,676A,PUNGGOL EAST,07 TO 09,93,Premium Apartment,595000,5.6
2022-05,4 ROOM,637D,PUNGGOL EAST,13 TO 15,90,Premium Apartment,485000,17.3
2022-05,4 ROOM,619B,PUNGGOL EAST,13 TO 15,95,Premium Apartment,540000,8.6
2022-05,4 ROOM,679C,PUNGGOL EAST,01 TO 03,93,Premium Apartment,628000,5.6
2022-05,4 ROOM,619D,PUNGGOL EAST,13 TO 15,93,Premium Apartment,508000,8.6
2022-05,4 ROOM,667A,PUNGGOL EAST,01 TO 03,93,Premium Apartment,590000,6.2
2022-05,4 ROOM,676B,PUNGGOL EAST,01 TO 03,93,Premium Apartment,530000,5.6
2022-05,4 ROOM,618D,PUNGGOL EAST,01 TO 03,93,Premium Apartment,555000,8.7
2022-05,4 ROOM,306D,PUNGGOL EAST,13 TO 15,96,Premium Apartment,535000,9.8
2022-05,4 ROOM,632A,PUNGGOL EAST,13 TO 15,91,Premium Apartment,453000,14.4
2022-05,4 ROOM,632B,PUNGGOL EAST,07 TO 09,92,Premium Apartment,475888,14.4
2022-05,5 ROOM,678C,PUNGGOL EAST,04 TO 06,113,Premium Apartment,775000,5.6
2022-05,5 ROOM,618C,PUNGGOL EAST,04 TO 06,118,Premium Apartment,770000,8.6
2022-05,5 ROOM,642D,PUNGGOL EAST,01 TO 03,111,Premium Apartment,540000,17.3
2022-06,3 ROOM,613B,PUNGGOL EAST,04 TO 06,68,Model A,440000,9.4
2022-06,4 ROOM,612A,PUNGGOL EAST,07 TO 09,93,Model A,530000,9.4
2022-06,4 ROOM,663A,PUNGGOL EAST,10 TO 12,90,Model A,540000,6
2022-06,4 ROOM,618D,PUNGGOL EAST,10 TO 12,93,Premium Apartment,545000,8.7
2022-06,4 ROOM,678B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,615000,5.7
2022-06,4 ROOM,642A,PUNGGOL EAST,07 TO 09,91,Premium Apartment,480000,17.3
2022-06,4 ROOM,619D,PUNGGOL EAST,10 TO 12,93,Premium Apartment,505000,8.7
2022-06,4 ROOM,618D,PUNGGOL EAST,13 TO 15,93,Premium Apartment,505000,8.7
2022-06,4 ROOM,642D,PUNGGOL EAST,13 TO 15,92,Premium Apartment,490000,17.3
2022-06,4 ROOM,617A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,540000,8.7
2022-06,4 ROOM,676A,PUNGGOL EAST,10 TO 12,93,Premium Apartment,598000,5.7
2022-06,4 ROOM,679C,PUNGGOL EAST,04 TO 06,93,Premium Apartment,605000,5.7
2022-06,4 ROOM,678B,PUNGGOL EAST,13 TO 15,93,Premium Apartment,618888,5.8
2022-06,4 ROOM,676C,PUNGGOL EAST,16 TO 18,93,Premium Apartment,628000,5.8
2022-06,4 ROOM,305D,PUNGGOL EAST,13 TO 15,93,Premium Apartment,600000,10
2022-06,5 ROOM,618C,PUNGGOL EAST,10 TO 12,120,Premium Apartment,738000,8.7
2022-06,5 ROOM,678B,PUNGGOL EAST,07 TO 09,113,Premium Apartment,745000,5.8
2022-07,5 ROOM,663A,PUNGGOL EAST,10 TO 12,110,Improved,658000,6
2022-07,3 ROOM,663A,PUNGGOL EAST,13 TO 15,65,Model A,440000,6
2022-07,3 ROOM,663A,PUNGGOL EAST,13 TO 15,65,Model A,395000,6
2022-07,3 ROOM,664A,PUNGGOL EAST,01 TO 03,65,Model A,392000,6
2022-07,4 ROOM,612D,PUNGGOL EAST,13 TO 15,93,Model A,565000,9.5
2022-07,4 ROOM,612A,PUNGGOL EAST,16 TO 18,93,Model A,538000,9.5
2022-07,4 ROOM,612B,PUNGGOL EAST,13 TO 15,93,Model A,545000,9.5
2022-07,4 ROOM,612D,PUNGGOL EAST,13 TO 15,93,Model A,545000,9.5
2022-07,4 ROOM,612B,PUNGGOL EAST,01 TO 03,93,Model A,540000,9.5
2022-07,4 ROOM,613C,PUNGGOL EAST,04 TO 06,93,Model A,491000,9.5
2022-07,4 ROOM,612B,PUNGGOL EAST,01 TO 03,94,Model A,575000,9.5
2022-07,4 ROOM,612B,PUNGGOL EAST,07 TO 09,93,Model A,555000,9.5
2022-07,4 ROOM,613A,PUNGGOL EAST,10 TO 12,93,Model A,550000,9.6
2022-07,4 ROOM,664A,PUNGGOL EAST,01 TO 03,90,Model A,575000,6
2022-07,3 ROOM,665C,PUNGGOL EAST,07 TO 09,68,Premium Apartment,430000,6.3
2022-07,3 ROOM,666A,PUNGGOL EAST,07 TO 09,68,Premium Apartment,445000,6.3
2022-07,4 ROOM,665A,PUNGGOL EAST,04 TO 06,93,Premium Apartment,548000,6.3
2022-07,4 ROOM,619D,PUNGGOL EAST,13 TO 15,93,Premium Apartment,583000,8.8
2022-07,4 ROOM,677C,PUNGGOL EAST,10 TO 12,93,Premium Apartment,628000,5.8
2022-07,4 ROOM,677B,PUNGGOL EAST,07 TO 09,93,Premium Apartment,580088,5.8
2022-07,4 ROOM,306D,PUNGGOL EAST,16 TO 18,96,Premium Apartment,668888,10
2022-07,4 ROOM,632B,PUNGGOL EAST,13 TO 15,92,Premium Apartment,520000,14.5
2022-07,4 ROOM,676D,PUNGGOL EAST,16 TO 18,93,Premium Apartment,635000,5.8
2022-07,4 ROOM,619B,PUNGGOL EAST,07 TO 09,93,Premium Apartment,538888,8.8
2022-07,4 ROOM,619C,PUNGGOL EAST,10 TO 12,93,Premium Apartment,530000,8.8
2022-07,4 ROOM,637A,PUNGGOL EAST,10 TO 12,92,Premium Apartment,500000,17.4
2022-07,4 ROOM,676A,PUNGGOL EAST,10 TO 12,93,Premium Apartment,640000,5.8
2022-07,4 ROOM,665C,PUNGGOL EAST,13 TO 15,93,Premium Apartment,613888,6.3
2022-07,4 ROOM,665B,PUNGGOL EAST,04 TO 06,93,Premium Apartment,620888,6.4
2022-07,5 ROOM,667B,PUNGGOL EAST,04 TO 06,113,Premium Apartment,740000,6.3
2022-07,5 ROOM,637B,PUNGGOL EAST,07 TO 09,110,Premium Apartment,528000,17.4
2022-07,5 ROOM,617C,PUNGGOL EAST,01 TO 03,120,Premium Apartment,770000,8.8
2022-07,5 ROOM,642B,PUNGGOL EAST,13 TO 15,112,Premium Apartment,515000,17.4
2022-07,5 ROOM,667B,PUNGGOL EAST,07 TO 09,113,Premium Apartment,775000,6.3
2022-07,5 ROOM,679C,PUNGGOL EAST,01 TO 03,113,Premium Apartment,795000,5.8
2022-07,5 ROOM,676D,PUNGGOL EAST,07 TO 09,113,Premium Apartment,828000,5.8
2022-07,5 ROOM,665B,PUNGGOL EAST,01 TO 03,113,Premium Apartment,775000,6.4
2022-07,5 ROOM,665A,PUNGGOL EAST,19 TO 21,113,Premium Apartment,732800,6.4
2022-07,5 ROOM,678C,PUNGGOL EAST,07 TO 09,113,Premium Apartment,650000,5.8
2022-08,3 ROOM,663A,PUNGGOL EAST,07 TO 09,65,Model A,432500,6.1
2022-08,4 ROOM,612B,PUNGGOL EAST,10 TO 12,93,Model A,580000,9.6
2022-08,4 ROOM,635A,PUNGGOL EAST,10 TO 12,91,Premium Apartment,520000,14.6
2022-08,4 ROOM,678B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,515000,5.8
2022-08,4 ROOM,678C,PUNGGOL EAST,16 TO 18,93,Premium Apartment,645000,5.8
2022-08,4 ROOM,635C,PUNGGOL EAST,10 TO 12,91,Premium Apartment,510000,14.6
2022-08,4 ROOM,619C,PUNGGOL EAST,10 TO 12,93,Premium Apartment,570000,8.8
2022-08,4 ROOM,617C,PUNGGOL EAST,07 TO 09,93,Premium Apartment,495000,8.8
2022-08,4 ROOM,642D,PUNGGOL EAST,19 TO 21,92,Premium Apartment,495000,17.6
2022-08,5 ROOM,638A,PUNGGOL EAST,01 TO 03,110,Premium Apartment,515000,17.5
2022-08,5 ROOM,617B,PUNGGOL EAST,01 TO 03,113,Premium Apartment,725888,8.8
2022-08,5 ROOM,642B,PUNGGOL EAST,01 TO 03,111,Premium Apartment,524000,17.5
2022-08,5 ROOM,667A,PUNGGOL EAST,07 TO 09,113,Premium Apartment,765000,6.5
2022-08,5 ROOM,637D,PUNGGOL EAST,16 TO 18,111,Premium Apartment,548000,17.6
2022-09,5 ROOM,663A,PUNGGOL EAST,16 TO 18,110,Improved,690000,6.2
2022-09,3 ROOM,613B,PUNGGOL EAST,04 TO 06,68,Model A,468000,9.7
2022-09,3 ROOM,663A,PUNGGOL EAST,04 TO 06,65,Model A,440000,6.2
2022-09,3 ROOM,663A,PUNGGOL EAST,01 TO 03,65,Model A,438888,6.2
2022-09,4 ROOM,613C,PUNGGOL EAST,10 TO 12,93,Model A,580000,9.7
2022-09,4 ROOM,664A,PUNGGOL EAST,10 TO 12,90,Model A,555000,6.2
2022-09,4 ROOM,613C,PUNGGOL EAST,10 TO 12,93,Model A,550000,9.7
2022-09,4 ROOM,612A,PUNGGOL EAST,13 TO 15,93,Model A,585000,9.8
2022-09,4 ROOM,663C,PUNGGOL EAST,13 TO 15,90,Model A,600000,6.3
2022-09,4 ROOM,663C,PUNGGOL EAST,13 TO 15,90,Model A,595000,6.3
2022-09,4 ROOM,677C,PUNGGOL EAST,01 TO 03,93,Premium Apartment,600000,6
2022-09,4 ROOM,666A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,565000,6.5
2022-09,4 ROOM,618D,PUNGGOL EAST,04 TO 06,93,Premium Apartment,520000,9
2022-09,4 ROOM,632C,PUNGGOL EAST,07 TO 09,92,Premium Apartment,523888,14.7
2022-09,4 ROOM,633A,PUNGGOL EAST,10 TO 12,93,Premium Apartment,570888,14.7
2022-09,4 ROOM,619A,PUNGGOL EAST,13 TO 15,95,Premium Apartment,575000,9
2022-09,4 ROOM,677B,PUNGGOL EAST,07 TO 09,93,Premium Apartment,595000,6
2022-09,5 ROOM,667A,PUNGGOL EAST,04 TO 06,113,Premium Apartment,838000,6.5
2022-09,5 ROOM,642D,PUNGGOL EAST,13 TO 15,110,Premium Apartment,580000,17.6
2022-09,5 ROOM,677A,PUNGGOL EAST,10 TO 12,113,Premium Apartment,743500,6
2022-09,5 ROOM,618B,PUNGGOL EAST,16 TO 18,118,Premium Apartment,800000,9
2022-09,5 ROOM,618C,PUNGGOL EAST,13 TO 15,120,Premium Apartment,715000,9
2022-09,5 ROOM,618B,PUNGGOL EAST,13 TO 15,118,Premium Apartment,780000,9
2022-10,5 ROOM,664B,PUNGGOL EAST,01 TO 03,110,Improved,711000,6.3
2022-10,5 ROOM,664B,PUNGGOL EAST,10 TO 12,110,Improved,685000,6.3
2022-10,5 ROOM,664A,PUNGGOL EAST,10 TO 12,110,Improved,700000,6.3
2022-10,3 ROOM,664A,PUNGGOL EAST,01 TO 03,65,Model A,430000,6.3
2022-10,4 ROOM,612D,PUNGGOL EAST,04 TO 06,93,Model A,538000,9.8
2022-10,4 ROOM,613B,PUNGGOL EAST,10 TO 12,93,Model A,600000,9.8
2022-10,4 ROOM,612A,PUNGGOL EAST,13 TO 15,93,Model A,526000,9.8
2022-10,4 ROOM,613B,PUNGGOL EAST,16 TO 18,93,Model A,596000,9.8
2022-10,4 ROOM,612D,PUNGGOL EAST,01 TO 03,93,Model A,524000,9.8
2022-10,4 ROOM,664A,PUNGGOL EAST,04 TO 06,90,Model A,535000,6.3
2022-10,4 ROOM,613D,PUNGGOL EAST,01 TO 03,93,Model A,600000,9.8
2022-10,4 ROOM,613D,PUNGGOL EAST,04 TO 06,93,Model A,532000,9.8
2022-10,4 ROOM,678A,PUNGGOL EAST,07 TO 09,93,Premium Apartment,593888,6
2022-10,4 ROOM,619C,PUNGGOL EAST,13 TO 15,93,Premium Apartment,580000,9
2022-10,4 ROOM,679B,PUNGGOL EAST,04 TO 06,93,Premium Apartment,608000,6
2022-10,4 ROOM,619C,PUNGGOL EAST,10 TO 12,95,Premium Apartment,515000,9
2022-10,4 ROOM,619C,PUNGGOL EAST,13 TO 15,93,Premium Apartment,528000,9
2022-10,4 ROOM,635B,PUNGGOL EAST,07 TO 09,91,Premium Apartment,485000,15
2022-10,4 ROOM,679B,PUNGGOL EAST,13 TO 15,93,Premium Apartment,630000,6
2022-10,4 ROOM,642A,PUNGGOL EAST,16 TO 18,90,Premium Apartment,488000,17.7
2022-10,4 ROOM,618A,PUNGGOL EAST,13 TO 15,95,Premium Apartment,580000,9
2022-10,4 ROOM,665A,PUNGGOL EAST,10 TO 12,93,Premium Apartment,648000,6.6
2022-10,4 ROOM,665A,PUNGGOL EAST,01 TO 03,93,Premium Apartment,562000,6.6
2022-10,4 ROOM,619A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,510000,9
2022-10,4 ROOM,632A,PUNGGOL EAST,19 TO 21,91,Premium Apartment,525000,14.8
2022-10,4 ROOM,619A,PUNGGOL EAST,04 TO 06,93,Premium Apartment,569888,9
2022-10,4 ROOM,305D,PUNGGOL EAST,10 TO 12,97,Premium Apartment,680000,11
2022-10,5 ROOM,677D,PUNGGOL EAST,13 TO 15,113,Premium Apartment,742000,6
2022-10,5 ROOM,666B,PUNGGOL EAST,04 TO 06,113,Premium Apartment,778000,6.6
2022-10,5 ROOM,677C,PUNGGOL EAST,16 TO 18,113,Premium Apartment,880000,6
2022-11,5 ROOM,664B,PUNGGOL EAST,04 TO 06,110,Improved,695000,6.3
2022-11,3 ROOM,663A,PUNGGOL EAST,16 TO 18,65,Model A,460000,6.3
2022-11,4 ROOM,612D,PUNGGOL EAST,10 TO 12,93,Model A,578000,9.8
2022-11,4 ROOM,664A,PUNGGOL EAST,04 TO 06,90,Model A,565000,6.3
2022-11,4 ROOM,633B,PUNGGOL EAST,07 TO 09,90,Premium Apartment,548888,14.8
2022-11,4 ROOM,665C,PUNGGOL EAST,10 TO 12,93,Premium Apartment,621000,6.7
2022-11,4 ROOM,619C,PUNGGOL EAST,07 TO 09,93,Premium Apartment,580000,9.1
2022-11,4 ROOM,678A,PUNGGOL EAST,04 TO 06,93,Premium Apartment,600000,6.1
2022-11,4 ROOM,632B,PUNGGOL EAST,13 TO 15,91,Premium Apartment,535000,14.8
2022-11,4 ROOM,638A,PUNGGOL EAST,07 TO 09,92,Premium Apartment,521000,17.8
2022-11,4 ROOM,617A,PUNGGOL EAST,10 TO 12,95,Premium Apartment,550000,9.1
2022-11,4 ROOM,637C,PUNGGOL EAST,01 TO 03,91,Premium Apartment,525000,17.8
2022-11,4 ROOM,619D,PUNGGOL EAST,04 TO 06,95,Premium Apartment,585000,9.1
2022-11,4 ROOM,678A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,600000,6.1
2022-11,4 ROOM,619A,PUNGGOL EAST,07 TO 09,93,Premium Apartment,570000,9.1
2022-11,5 ROOM,618C,PUNGGOL EAST,07 TO 09,120,Premium Apartment,695000,9.1
2022-11,5 ROOM,641B,PUNGGOL EAST,07 TO 09,110,Premium Apartment,550000,17.8
2022-11,5 ROOM,676D,PUNGGOL EAST,07 TO 09,113,Premium Apartment,815888,6.1
2022-11,5 ROOM,676C,PUNGGOL EAST,13 TO 15,113,Premium Apartment,750000,6.2
2022-11,5 ROOM,642A,PUNGGOL EAST,13 TO 15,111,Premium Apartment,565000,17.8
2022-12,5 ROOM,664B,PUNGGOL EAST,04 TO 06,110,Improved,750000,6.3
2022-12,4 ROOM,612C,PUNGGOL EAST,07 TO 09,93,Model A,590000,9.8
2022-12,4 ROOM,612B,PUNGGOL EAST,07 TO 09,93,Model A,548000,10
2022-12,4 ROOM,663C,PUNGGOL EAST,10 TO 12,90,Model A,640000,6.4
2022-12,4 ROOM,612A,PUNGGOL EAST,13 TO 15,93,Model A,535888,10
2022-12,4 ROOM,612C,PUNGGOL EAST,07 TO 09,93,Model A,580000,10
2022-12,4 ROOM,663C,PUNGGOL EAST,07 TO 09,90,Model A,650000,6.4
2022-12,4 ROOM,663C,PUNGGOL EAST,13 TO 15,90,Model A,555000,6.4
2022-12,4 ROOM,642B,PUNGGOL EAST,13 TO 15,91,Premium Apartment,535000,17.8
2022-12,4 ROOM,679A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,650000,6.1
2022-12,4 ROOM,619D,PUNGGOL EAST,10 TO 12,95,Premium Apartment,580000,9.2
2022-12,4 ROOM,619B,PUNGGOL EAST,13 TO 15,93,Premium Apartment,545000,9.2
2022-12,4 ROOM,619D,PUNGGOL EAST,04 TO 06,95,Premium Apartment,590000,9.1
2022-12,4 ROOM,679C,PUNGGOL EAST,13 TO 15,93,Premium Apartment,648000,6.2
2022-12,4 ROOM,676B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,630000,6.2
2022-12,4 ROOM,305D,PUNGGOL EAST,10 TO 12,97,Premium Apartment,700000,10.3
2022-12,4 ROOM,665C,PUNGGOL EAST,10 TO 12,93,Premium Apartment,590000,6.8
2022-12,4 ROOM,665C,PUNGGOL EAST,07 TO 09,93,Premium Apartment,610000,6.8
2022-12,5 ROOM,617C,PUNGGOL EAST,04 TO 06,120,Premium Apartment,728000,9.2
2022-12,5 ROOM,676B,PUNGGOL EAST,07 TO 09,113,Premium Apartment,735000,6.2
2022-12,5 ROOM,637C,PUNGGOL EAST,10 TO 12,111,Premium Apartment,575000,17.8
2022-12,5 ROOM,617C,PUNGGOL EAST,13 TO 15,120,Premium Apartment,770000,9.2
2022-01,4 ROOM,167B,PUNGGOL EAST,13 TO 15,92,Premium Apartment,460000,12.8
2022-02,4 ROOM,168B,PUNGGOL EAST,10 TO 12,92,Premium Apartment,480000,12.8
2022-02,4 ROOM,168B,PUNGGOL EAST,07 TO 09,92,Premium Apartment,518888,12.8
2022-04,4 ROOM,167D,PUNGGOL EAST,13 TO 15,92,Premium Apartment,450000,13.1
2022-06,4 ROOM,167C,PUNGGOL EAST,01 TO 03,92,Premium Apartment,435000,13.2
2022-06,4 ROOM,167D,PUNGGOL EAST,10 TO 12,92,Premium Apartment,525000,13.3
2022-08,4 ROOM,167B,PUNGGOL EAST,04 TO 06,92,Premium Apartment,513000,13.3
2022-08,4 ROOM,167D,PUNGGOL EAST,07 TO 09,92,Premium Apartment,515000,13.3
2022-09,4 ROOM,167D,PUNGGOL EAST,16 TO 18,92,Premium Apartment,502500,13.4
2022-09,4 ROOM,167C,PUNGGOL EAST,10 TO 12,92,Premium Apartment,535000,13.5
2022-11,5 ROOM,659A,PUNGGOL EAST,16 TO 18,113,Improved,728000,4
2022-11,3 ROOM,659B,PUNGGOL EAST,04 TO 06,68,Model A,458000,4
2022-11,3 ROOM,659B,PUNGGOL EAST,04 TO 06,68,Model A,476000,4
2022-11,4 ROOM,167C,PUNGGOL EAST,07 TO 09,92,Premium Apartment,470000,13.6
2022-12,4 ROOM,659A,PUNGGOL EAST,04 TO 06,93,Model A,560000,4
2022-12,4 ROOM,659A,PUNGGOL EAST,10 TO 12,93,Model A,568000,4
2022-12,4 ROOM,167B,PUNGGOL EAST,13 TO 15,92,Premium Apartment,535000,13.7
2022-01,5 ROOM,175A,PUNGGOL CENTRE,10 TO 12,110,Improved,480000,18.2
2022-01,5 ROOM,101D,PUNGGOL CENTRE,16 TO 18,110,Improved,490000,19.1
2022-01,5 ROOM,201C,PUNGGOL CENTRE,13 TO 15,110,Improved,540000,17.4
2022-01,5 ROOM,173C,PUNGGOL CENTRE,13 TO 15,110,Improved,500000,18
2022-01,5 ROOM,201D,PUNGGOL CENTRE,04 TO 06,110,Improved,520000,17.5
2022-01,5 ROOM,202B,PUNGGOL CENTRE,16 TO 18,110,Improved,510000,17.3
2022-01,5 ROOM,101C,PUNGGOL CENTRE,04 TO 06,109,Improved,490000,19.3
2022-01,5 ROOM,101D,PUNGGOL CENTRE,01 TO 03,110,Improved,525000,19.3
2022-01,5 ROOM,258C,PUNGGOL CENTRE,16 TO 18,113,Improved,675000,5.5
2022-01,5 ROOM,259A,PUNGGOL CENTRE,04 TO 06,113,Improved,630000,5.5
2022-01,5 ROOM,106C,PUNGGOL CENTRE,10 TO 12,110,Improved,530000,18.8
2022-01,5 ROOM,197B,PUNGGOL CENTRE,13 TO 15,110,Improved,481000,18.7
2022-01,3 ROOM,259B,PUNGGOL CENTRE,04 TO 06,68,Model A,418000,5.5
2022-01,4 ROOM,102D,PUNGGOL CENTRE,07 TO 09,90,Model A,420000,19.1
2022-01,4 ROOM,168C,PUNGGOL CENTRE,16 TO 18,92,Model A,440000,7.7
2022-01,4 ROOM,170A,PUNGGOL CENTRE,10 TO 12,92,Model A,515080,7.7
2022-01,4 ROOM,258B,PUNGGOL CENTRE,04 TO 06,93,Model A,515000,5.5
2022-01,4 ROOM,106C,PUNGGOL CENTRE,07 TO 09,90,Model A,470000,18.8
2022-01,4 ROOM,259C,PUNGGOL CENTRE,04 TO 06,93,Model A,515000,5.6
2022-01,4 ROOM,201B,PUNGGOL CENTRE,13 TO 15,90,Model A,440000,17.5
2022-01,4 ROOM,269C,PUNGGOL CENTRE,10 TO 12,96,Premium Apartment,560888,9
2022-01,4 ROOM,267A,PUNGGOL CENTRE,10 TO 12,93,Premium Apartment,528888,9
2022-01,4 ROOM,269B,PUNGGOL CENTRE,16 TO 18,93,Premium Apartment,565000,9
2022-01,4 ROOM,268C,PUNGGOL CENTRE,04 TO 06,93,Premium Apartment,536888,9
2022-01,4 ROOM,268B,PUNGGOL CENTRE,07 TO 09,99,Premium Apartment,628888,9
2022-01,4 ROOM,267A,PUNGGOL CENTRE,04 TO 06,93,Premium Apartment,535000,9
2022-01,4 ROOM,268C,PUNGGOL CENTRE,04 TO 06,93,Premium Apartment,550000,9
2022-01,5 ROOM,270A,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,758000,9
2022-01,5 ROOM,267B,PUNGGOL CENTRE,04 TO 06,116,Premium Apartment,678000,9
2022-02,5 ROOM,102D,PUNGGOL CENTRE,16 TO 18,110,Improved,498000,19.2
